object_id,confidence,nb_point,algo_center_x,algo_center_y,algo_center_z,timestamp
3,0.88079708814621,3,82.7486190795898,-6.0571436882019,-2.74519991874695,6806
3,0.88079708814621,8,28.6497974395752,4.13420724868774,-1.66910827159882,6809
3,0.982013761997223,,,4.50974941253662,-1.67570531368256,6810
3,0.88079708814621,15,28.2172222137451,4.38332557678223,-1.67882573604584,6811
3,0.88079708814621,4,29.9029159545898,4.57677507400513,-1.54097950458527,6812
3,0.952574133872986,7,31.7374839782715,4.8007550239563,-1.59978854656219,6813
3,0.999088943004608,,,5.00225973129272,-1.62703418731689,6814
3,0.999983310699463,12,32.2256164550781,3.10145735740662,-1.70640766620636,6815
3,0.999993860721588,0,31.9044380187988,2.86080837249756,-1.69033145904541,6816
3,0.999993860721588,0,30.166482925415,4.58991098403931,-1.39623260498047,6817
3,0.88079708814621,1,104.378845214844,5.02617740631104,-2.50539445877075,6823
3,0.88079708814621,3,59.7982139587402,6.01327085494995,-1.67013645172119,6827
3,0.88079708814621,,,-4.21198463439941,-1.54537570476532,6840
3,0.88079708814621,3,53.2146263122559,6.07615280151367,-1.64916265010834,6844
3,0.88079708814621,30,39.2536354064941,-0.138019010424614,-1.25073981285095,6852
3,0.952574133872986,24,40.1049613952637,0.650856554508209,-1.22750604152679,6853
3,0.952574133872986,4,40.7577514648438,0.56579053401947,-1.40548694133759,6854
3,0.993307173252106,0,38.1827125549316,0.250705271959305,-1.26665151119232,6855
3,0.993307173252106,,,-0.451789379119873,-1.34672462940216,6856
3,0.999088943004608,0,40.6779365539551,-1.66344130039215,-1.40273475646973,6857
